FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201907,19,0,39037,837612,"I","07/19/2019 00:00:00",69,"M","Unknown",201907
201907,10,0,39256,839581,"I","07/10/2019 00:00:00",76,"M","Outside/Open Areas",201907
201907,28,0,39257,839729,"D","07/28/2019 00:00:00",71,"M","Unknown",201907
201907,9,0,39395,846438,"D","07/09/2019 00:00:00",46,"F","Vehicle/Towed Trailer",201907
201912,17,0,40519,867694,"I","12/17/2019 00:00:00",91,"M","Vehicle/Towed Trailer",201912
201912,31,0,40599,868392,"I","12/31/2019 00:00:00",65,"M","Vehicle/Towed Trailer",201912
201912,12,0,40555,868562,"I","12/12/2019 00:00:00",71,"F","Vehicle/Towed Trailer",201912
201912,16,0,40558,868646,"I","12/16/2019 00:00:00",59,"F","Outside/Open Areas",201912
201907,31,0,39258,839732,"I","07/31/2019 00:00:00",82,"M","Permanent Structure",201907
201912,16,0,40625,869482,"D","12/16/2019 00:00:00",59,"F","Mobile/Trailer Home",201912
201912,8,0,40616,869527,"D","12/08/2019 00:00:00",29,"F","Outside/Open Areas",201912
201912,30,0,40634,870508,"I","12/30/2019 00:00:00",52,"M","Vehicle/Towed Trailer",201912
201912,25,0,40648,870755,"D","12/25/2019 00:00:00",50,"M","In Water",201912
201912,2,0,40659,870824,"D","12/02/2019 00:00:00",1,"M","Vehicle/Towed Trailer",201912
201907,6,0,39279,840991,"D","07/06/2019 00:00:00",,"M","Under Tree",201907
201907,17,0,39323,842419,"D","07/17/2019 00:00:00",21,"M","Vehicle/Towed Trailer",201907
201905,3,0,38913,828480,"D","05/03/2019 00:00:00",48,"M","Camping",201905
201905,12,0,39538,834603,"D","05/12/2019 00:00:00",60,"F","Vehicle/Towed Trailer",201905
201907,20,0,39335,842990,"D","07/20/2019 00:00:00",32,"F","Outside/Open Areas",201907
201907,21,0,39337,843034,"D","07/21/2019 00:00:00",65,"M","Unknown",201907
201907,9,0,39343,831940,"D","07/09/2019 00:00:00",65,"M","Vehicle/Towed Trailer",201907
201907,9,0,39344,831940,"D","07/09/2019 00:00:00",60,"F","Vehicle/Towed Trailer",201907
201907,14,0,39345,843570,"D","07/14/2019 00:00:00",61,"M","In Water",201907
201907,14,0,39346,843571,"D","07/14/2019 00:00:00",67,"M","In Water",201907
201907,22,0,39352,844245,"D","07/22/2019 00:00:00",,"M","Under Tree",201907
201905,8,0,38531,813210,"D","05/08/2019 00:00:00",69,"M","In Water",201905
201905,21,0,37960,814159,"D","05/21/2019 00:00:00",48,"M","In Water",201905
201905,14,0,37962,814162,"D","05/14/2019 00:00:00",24,"M","In Water",201905
201905,14,0,37963,814162,"D","05/14/2019 00:00:00",5,"M","In Water",201905
201905,4,0,37964,814168,"D","05/04/2019 00:00:00",28,"M","In Water",201905
201905,29,0,38204,815834,"D","05/29/2019 00:00:00",61,"M","Vehicle/Towed Trailer",201905
201905,26,0,38202,816899,"D","05/26/2019 00:00:00",38,"M","In Water",201905
201905,29,0,38353,817969,"D","05/29/2019 00:00:00",55,"F","Under Tree",201905
201905,13,0,38471,818682,"D","05/13/2019 00:00:00",14,"M","In Water",201905
201905,4,0,38472,818683,"D","05/04/2019 00:00:00",74,"M","In Water",201905
201905,22,0,38942,819190,"D","05/22/2019 00:00:00",4,"M","Vehicle/Towed Trailer",201905
201905,27,0,38964,819685,"D","05/27/2019 00:00:00",21,"M","In Water",201905
201905,19,0,38871,821773,"D","05/19/2019 00:00:00",58,"M","Outside/Open Areas",201905
201905,5,0,38779,822591,"I","05/05/2019 00:00:00",32,"M","Outside/Open Areas",201905
201905,9,0,38780,822592,"D","05/09/2019 00:00:00",57,"F","Permanent Structure",201905
201905,11,0,38781,822596,"D","05/11/2019 00:00:00",1,"F","Vehicle/Towed Trailer",201905
201905,4,0,38821,824332,"D","05/04/2019 00:00:00",,"","Unknown",201905
201905,24,0,38824,825161,"D","05/24/2019 00:00:00",75,"M","In Water",201905
201905,18,0,38914,827043,"D","05/18/2019 00:00:00",,"M","Permanent Home",201905
201905,18,0,38956,827076,"D","05/18/2019 00:00:00",,"","Unknown",201905
201905,18,0,38957,827076,"D","05/18/2019 00:00:00",,"","Unknown",201905
201905,4,0,38920,828539,"I","05/04/2019 00:00:00",56,"M","Boating",201905
201905,28,0,38977,831552,"D","05/28/2019 00:00:00",64,"M","In Water",201905
201902,9,0,37864,808882,"I","02/09/2019 00:00:00",52,"F","Vehicle/Towed Trailer",201902
201902,6,0,37885,809854,"D","02/06/2019 00:00:00",53,"F","Outside/Open Areas",201902
201905,2,0,39537,853949,"D","05/02/2019 00:00:00",2,"M","Vehicle/Towed Trailer",201905
201910,21,0,39879,862107,"I","10/21/2019 00:00:00",16,"M","Vehicle/Towed Trailer",201910
201910,26,0,39953,862623,"D","10/26/2019 00:00:00",63,"M","Outside/Open Areas",201910
201912,31,0,40632,870491,"I","12/31/2019 00:00:00",,"","Vehicle/Towed Trailer",201912
201912,8,0,40639,870577,"I","12/08/2019 00:00:00",,"","Unknown",201912
201912,14,0,40640,870577,"I","12/14/2019 00:00:00",,"","Unknown",201912
201912,29,0,40696,873433,"D","12/29/2019 00:00:00",55,"M","Outside/Open Areas",201912
201907,21,0,39396,846517,"D","07/21/2019 00:00:00",61,"F","Permanent Home",201907
201907,11,0,39397,826139,"D","07/11/2019 00:00:00",31,"F","Vehicle/Towed Trailer",201907
201907,11,0,39398,826139,"D","07/11/2019 00:00:00",9,"M","Vehicle/Towed Trailer",201907
201907,22,0,39399,847664,"D","07/22/2019 00:00:00",34,"M","Outside/Open Areas",201907
201907,18,0,39400,847952,"D","07/18/2019 00:00:00",22,"M","Outside/Open Areas",201907
201907,18,0,39401,847952,"D","07/18/2019 00:00:00",42,"M","Outside/Open Areas",201907
201907,18,0,39407,846215,"I","07/18/2019 00:00:00",77,"M","Vehicle/Towed Trailer",201907
201902,24,0,38233,810342,"D","02/24/2019 00:00:00",59,"M","Vehicle/Towed Trailer",201902
201902,21,0,37912,811049,"D","02/21/2019 00:00:00",62,"M","Vehicle/Towed Trailer",201902
201901,20,0,37928,811925,"I","01/20/2019 00:00:00",59,"M","Permanent Home",201901
201901,20,0,37929,811925,"I","01/20/2019 00:00:00",91,"M","Permanent Home",201901
201901,18,0,37926,811941,"I","01/18/2019 00:00:00",20,"F","Vehicle/Towed Trailer",201901
201901,18,0,37927,811941,"I","01/18/2019 00:00:00",58,"F","Vehicle/Towed Trailer",201901
201901,23,0,37930,812258,"I","01/23/2019 00:00:00",68,"M","Outside/Open Areas",201901
201902,17,0,37935,812703,"I","02/17/2019 00:00:00",39,"M","Vehicle/Towed Trailer",201902
201902,17,0,37936,812703,"I","02/17/2019 00:00:00",24,"F","Vehicle/Towed Trailer",201902
201903,15,0,38857,813018,"D","03/15/2019 00:00:00",,"M","Unknown",201903
201902,27,0,37947,813103,"I","02/27/2019 00:00:00",54,"M","Vehicle/Towed Trailer",201902
201901,31,0,38808,819969,"D","01/31/2019 00:00:00",62,"M","Outside/Open Areas",201901
201901,29,0,38807,819969,"I","01/29/2019 00:00:00",55,"M","Permanent Structure",201901
201901,26,0,38802,824106,"I","01/26/2019 00:00:00",,"M","Outside/Open Areas",201901
201902,1,0,38809,824123,"D","02/01/2019 00:00:00",56,"M","Outside/Open Areas",201902
201902,3,0,38810,824124,"D","02/03/2019 00:00:00",56,"M","Vehicle/Towed Trailer",201902
201911,11,0,39669,856740,"I","11/11/2019 00:00:00",54,"F","Vehicle/Towed Trailer",201911
201911,19,0,39641,856890,"I","11/19/2019 00:00:00",47,"M","Vehicle/Towed Trailer",201911
201911,26,0,39680,857758,"I","11/26/2019 00:00:00",,"","Vehicle/Towed Trailer",201911
201911,25,0,39730,859870,"D","11/25/2019 00:00:00",52,"M","Outside/Open Areas",201911
201911,27,0,39751,860238,"D","11/27/2019 00:00:00",39,"F","Permanent Structure",201911
201911,28,0,39758,860239,"D","11/28/2019 00:00:00",78,"F","Other",201911
201911,28,0,39759,860239,"D","11/28/2019 00:00:00",75,"M","Outside/Open Areas",201911
201911,28,0,39760,860239,"D","11/28/2019 00:00:00",61,"M","Outside/Open Areas",201911
201911,29,0,39757,860244,"D","11/29/2019 00:00:00",52,"F","Vehicle/Towed Trailer",201911
201911,29,0,39857,860312,"D","11/29/2019 00:00:00",6,"F","Outside/Open Areas",201911
201911,29,0,39858,860312,"D","11/29/2019 00:00:00",5,"M","Outside/Open Areas",201911
201911,29,0,39859,860312,"D","11/29/2019 00:00:00",5,"F","Outside/Open Areas",201911
201911,16,0,39771,860446,"D","11/16/2019 00:00:00",23,"F","In Water",201911
201911,22,0,40513,861420,"I","11/22/2019 00:00:00",46,"M","Vehicle/Towed Trailer",201911
201911,6,0,39854,861700,"I","11/06/2019 00:00:00",38,"M","Vehicle/Towed Trailer",201911
201911,10,0,39855,861730,"D","11/10/2019 00:00:00",41,"M","Outside/Open Areas",201911
201911,6,0,39856,861732,"D","11/06/2019 00:00:00",55,"M","Outside/Open Areas",201911
201911,20,0,39861,861864,"I","11/20/2019 00:00:00",50,"F","Vehicle/Towed Trailer",201911
201911,27,0,39961,863040,"I","11/27/2019 00:00:00",59,"M","Vehicle/Towed Trailer",201911
201911,30,0,40012,863301,"D","11/30/2019 00:00:00",8,"M","Vehicle/Towed Trailer",201911
201911,30,0,40013,863301,"D","11/30/2019 00:00:00",5,"M","Vehicle/Towed Trailer",201911
201911,30,0,40014,863301,"D","11/30/2019 00:00:00",48,"M","Vehicle/Towed Trailer",201911
201911,6,0,40514,863621,"D","11/06/2019 00:00:00",57,"M","Vehicle/Towed Trailer",201911
201911,9,0,40291,863848,"D","11/09/2019 00:00:00",23,"F","Outside/Open Areas",201911
201911,11,0,40287,865660,"I","11/11/2019 00:00:00",61,"M","Vehicle/Towed Trailer",201911
201905,27,0,38921,817483,"D","05/27/2019 00:00:00",82,"M","Permanent Home",201905
201910,1,0,39478,848560,"D","10/01/2019 00:00:00",15,"M","In Water",201910
201910,1,0,39479,848560,"D","10/01/2019 00:00:00",16,"M","In Water",201910
201910,31,0,39842,859118,"D","10/31/2019 00:00:00",82,"M","Outside/Open Areas",201910
201910,11,0,39848,861463,"I","10/11/2019 00:00:00",55,"M","Permanent Home",201910
201910,11,0,39849,861464,"I","10/11/2019 00:00:00",55,"M","Permanent Home",201910
201910,31,0,39880,862270,"D","10/31/2019 00:00:00",57,"F","Vehicle/Towed Trailer",201910
201910,26,0,40284,865249,"D","10/26/2019 00:00:00",34,"M","Outside/Open Areas",201910
201909,19,0,40596,869176,"D","09/19/2019 00:00:00",52,"M","In Water",201909
201909,19,0,40597,858116,"D","09/19/2019 00:00:00",56,"M","Vehicle/Towed Trailer",201909
201909,1,0,42269,931187,"D","09/01/2019 00:00:00",,"","Unknown",201909
201909,1,0,42270,931188,"D","09/01/2019 00:00:00",,"","Unknown",201909
201909,2,0,42271,931189,"D","09/02/2019 00:00:00",,"","Unknown",201909
201909,2,0,42272,931189,"D","09/02/2019 00:00:00",,"","Unknown",201909
201909,2,0,42273,931191,"D","09/02/2019 00:00:00",,"","Unknown",201909
201909,3,0,42274,931199,"D","09/03/2019 00:00:00",,"","Unknown",201909
201909,4,0,42277,931207,"D","09/04/2019 00:00:00",,"","Unknown",201909
201909,6,0,42279,931237,"D","09/06/2019 00:00:00",,"","Unknown",201909
201909,6,0,42280,931238,"D","09/06/2019 00:00:00",,"","Unknown",201909
201909,7,0,42281,931241,"D","09/07/2019 00:00:00",,"","Unknown",201909
201909,7,0,42282,931242,"D","09/07/2019 00:00:00",,"","Unknown",201909
201909,8,0,42283,931256,"D","09/08/2019 00:00:00",,"","Unknown",201909
201909,9,0,42284,931257,"D","09/09/2019 00:00:00",,"","Unknown",201909
201909,9,0,42285,931258,"D","09/09/2019 00:00:00",,"","Unknown",201909
201909,13,0,42286,931263,"D","09/13/2019 00:00:00",,"","Unknown",201909
201909,13,0,42287,931263,"D","09/13/2019 00:00:00",,"","Unknown",201909
201909,14,0,42288,931264,"D","09/14/2019 00:00:00",,"","Unknown",201909
201909,5,0,42306,931210,"D","09/05/2019 00:00:00",,"","Unknown",201909
201909,3,0,42309,931200,"D","09/03/2019 00:00:00",3,"F","Vehicle/Towed Trailer",201909
201910,11,0,39850,861465,"I","10/11/2019 00:00:00",55,"M","Permanent Home",201910
201907,30,0,42100,929061,"D","07/30/2019 00:00:00",,"","Unknown",201907
201907,30,0,42101,929061,"I","07/30/2019 00:00:00",,"","Unknown",201907
201907,30,0,42104,929062,"D","07/30/2019 00:00:00",,"","Unknown",201907
201907,31,0,42105,929063,"I","07/31/2019 00:00:00",,"","Unknown",201907
201907,31,0,42106,929063,"I","07/31/2019 00:00:00",,"","Unknown",201907
201907,31,0,42107,929064,"D","07/31/2019 00:00:00",,"","Unknown",201907
201907,24,0,42108,929035,"I","07/24/2019 00:00:00",,"","Unknown",201907
201907,25,0,42109,929066,"I","07/25/2019 00:00:00",,"","Unknown",201907
201907,26,0,42110,929068,"D","07/26/2019 00:00:00",,"","Unknown",201907
201907,26,0,42111,929068,"I","07/26/2019 00:00:00",,"","Unknown",201907
201907,26,0,42112,929069,"D","07/26/2019 00:00:00",,"","Unknown",201907
201907,14,0,42115,928990,"D","07/14/2019 00:00:00",,"","Unknown",201907
201907,14,0,42116,928990,"D","07/14/2019 00:00:00",,"","Unknown",201907
201907,14,0,42117,929070,"D","07/14/2019 00:00:00",,"","Unknown",201907
201907,14,0,42118,929070,"I","07/14/2019 00:00:00",,"","Unknown",201907
201907,10,0,44780,875155,"D","07/10/2019 00:00:00",25,"M","Outside/Open Areas",201907
201907,12,0,44781,875155,"D","07/12/2019 00:00:00",22,"M","Outside/Open Areas",201907
201907,11,0,44782,875155,"D","07/11/2019 00:00:00",19,"M","Outside/Open Areas",201907
201907,21,0,44783,875284,"D","07/21/2019 00:00:00",22,"F","Outside/Open Areas",201907
201909,20,0,39457,845904,"D","09/20/2019 00:00:00",60,"M","In Water",201909
201909,23,0,39458,846943,"D","09/23/2019 00:00:00",29,"M","In Water",201909
201909,1,0,39464,846563,"I","09/01/2019 00:00:00",68,"M","Unknown",201909
201909,2,0,39465,846565,"I","09/02/2019 00:00:00",72,"M","Unknown",201909
201909,2,0,39466,846565,"I","09/02/2019 00:00:00",62,"M","Unknown",201909
201909,2,0,39467,846565,"I","09/02/2019 00:00:00",56,"M","Unknown",201909
201909,4,0,39468,846567,"I","09/04/2019 00:00:00",86,"M","Unknown",201909
201909,30,0,39469,848441,"D","09/30/2019 00:00:00",25,"M","In Water",201909
201909,15,0,39480,848846,"D","09/15/2019 00:00:00",25,"M","In Water",201909
201909,4,0,39482,849021,"D","09/04/2019 00:00:00",,"","Vehicle/Towed Trailer",201909
201909,21,0,39530,852617,"I","09/21/2019 00:00:00",3,"M","Vehicle/Towed Trailer",201909
201910,2,0,39571,855382,"D","10/02/2019 00:00:00",55,"M","Outside/Open Areas",201909
201909,15,0,39599,856108,"D","09/15/2019 00:00:00",16,"M","In Water",201909
201903,13,0,38391,801196,"I","03/13/2019 00:00:00",52,"M","Vehicle/Towed Trailer",201903
201903,3,0,37379,801550,"D","03/03/2019 00:00:00",53,"M","Outside/Open Areas",201903
201903,9,0,37842,801603,"D","03/09/2019 00:00:00",25,"M","Outside/Open Areas",201903
201903,13,0,37402,802414,"I","03/13/2019 00:00:00",28,"M","Vehicle/Towed Trailer",201903
201903,14,0,38462,802871,"D","03/14/2019 00:00:00",51,"M","Outside/Open Areas",201903
201903,13,0,37662,805599,"D","03/13/2019 00:00:00",,"M","Boating",201903
201903,5,0,37852,807189,"D","03/05/2019 00:00:00",59,"M","Vehicle/Towed Trailer",201903
201903,30,0,37861,808622,"D","03/30/2019 00:00:00",60,"M","In Water",201903
201903,22,0,37908,811033,"I","03/22/2019 00:00:00",27,"F","Vehicle/Towed Trailer",201903
201903,4,0,38184,813465,"D","03/04/2019 00:00:00",37,"M","Vehicle/Towed Trailer",201903
201903,3,0,38136,813640,"D","03/03/2019 00:00:00",59,"F","Mobile/Trailer Home",201903
201903,3,0,38137,813640,"D","03/03/2019 00:00:00",68,"F","Mobile/Trailer Home",201903
201903,3,0,38138,813640,"D","03/03/2019 00:00:00",69,"F","Mobile/Trailer Home",201903
201903,3,0,38139,813640,"D","03/03/2019 00:00:00",63,"M","Mobile/Trailer Home",201903
201903,3,0,38140,813640,"D","03/03/2019 00:00:00",62,"F","Mobile/Trailer Home",201903
201903,3,0,38145,813640,"D","03/03/2019 00:00:00",65,"M","Mobile/Trailer Home",201903
201903,3,0,38146,813640,"D","03/03/2019 00:00:00",63,"F","Mobile/Trailer Home",201903
201903,3,0,38147,813640,"D","03/03/2019 00:00:00",38,"M","Mobile/Trailer Home",201903
201903,3,0,38148,813640,"D","03/03/2019 00:00:00",86,"M","Mobile/Trailer Home",201903
201903,3,0,38149,813640,"D","03/03/2019 00:00:00",59,"M","Mobile/Trailer Home",201903
201903,3,0,38150,813640,"D","03/03/2019 00:00:00",59,"F","Mobile/Trailer Home",201903
201903,3,0,38151,813640,"D","03/03/2019 00:00:00",10,"M","Mobile/Trailer Home",201903
201903,3,0,38152,813640,"D","03/03/2019 00:00:00",53,"M","Mobile/Trailer Home",201903
201903,3,0,38153,813640,"D","03/03/2019 00:00:00",41,"F","Mobile/Trailer Home",201903
201903,3,0,38154,813640,"D","03/03/2019 00:00:00",6,"M","Mobile/Trailer Home",201903
201903,3,0,38155,813640,"D","03/03/2019 00:00:00",22,"F","Mobile/Trailer Home",201903
201903,3,0,38156,813640,"D","03/03/2019 00:00:00",22,"M","Mobile/Trailer Home",201903
201903,3,0,38157,813640,"D","03/03/2019 00:00:00",9,"M","Mobile/Trailer Home",201903
201903,3,0,38158,813640,"D","03/03/2019 00:00:00",8,"F","Mobile/Trailer Home",201903
201903,3,0,38141,813640,"D","03/03/2019 00:00:00",57,"F","Permanent Home",201903
201903,3,0,38142,813640,"D","03/03/2019 00:00:00",89,"M","Permanent Home",201903
201903,3,0,38143,813640,"D","03/03/2019 00:00:00",53,"M","Permanent Home",201903
201903,3,0,38144,813640,"D","03/03/2019 00:00:00",83,"F","Permanent Home",201903
201903,2,0,37974,814646,"I","03/02/2019 00:00:00",63,"M","Outside/Open Areas",201903
201903,3,0,37975,814646,"I","03/03/2019 00:00:00",69,"M","Permanent Home",201903
201903,13,0,37976,814656,"D","03/13/2019 00:00:00",62,"M","Outside/Open Areas",201903
201903,14,0,37977,814656,"D","03/14/2019 00:00:00",44,"M","Outside/Open Areas",201903
201903,13,0,38205,815401,"D","03/13/2019 00:00:00",68,"M","Outside/Open Areas",201903
201903,14,0,38206,815401,"I","03/14/2019 00:00:00",50,"F","Permanent Home",201903
